url,Content-Security-Policy,Strict-Transport-Security,X-XSS-Protection,X-Frame-Options,X-Content-Type-Options,Referrer-Policy,Expect-CT,Cross-Origin-Opener-Policy,Public-Key-Pins,X-AspNetMvc-Version,Federated-Learning-Of-Cohorts,X-DNS-Prefetch-Control,Cross-Origin-Resource-Policy,Cross-Origin-Embedder-Policy,Content-Type,Access-Control-Allow-Origin,Using IP,Symbol,Redirecting,HTTPS,Anchor URL,Website Traffic,Long URL,Short URL,label
https://bafybeifdsyphjnpduqtbnaji4f3vk2f3qvr2txxske4uv4n4l674qbtydy.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeifdsyphjnpduqtbnaji4f3vk2f3qvr2txxske4uv4n4l674qbtydy/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeifdsyphjnpduqtbnaji4f3vk2f3qvr2txxske4uv4n4l674qbtydy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmX5faEUxQurdDj72aPSbK1rw9XX2uCLxkpnM4g7VHjVyR/注册.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeieb4jzitoshsombplqtbqvebsds45iven7gopm7motrmqjsbxh3za.ipfs.cf-ipfs.com/%E6%B3%A8%E5%86%8C.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeieb4jzitoshsombplqtbqvebsds45iven7gopm7motrmqjsbxh3za/注册.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeieb4jzitoshsombplqtbqvebsds45iven7gopm7motrmqjsbxh3za.ipfs.cf-ipfs.com/注册.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeie5stu26vr2svrmuz3kc6hpgpwjyj5asyn6e2ibwh35l5aou64e2q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeie5stu26vr2svrmuz3kc6hpgpwjyj5asyn6e2ibwh35l5aou64e2q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeie5stu26vr2svrmuz3kc6hpgpwjyj5asyn6e2ibwh35l5aou64e2q.ipfs.cf-ipfs.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmYwnRADZKhGzGH58LuuhMZGQzi5MT7V3UHFBMudMWaExK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,0,0,-1
https://bafybeie5stu26vr2svrmuz3kc6hpgpwjyj5asyn6e2ibwh35l5aou64e2q.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeibyunfdvfc666hvme6ohimmlx465jmlxu2fk4nsbfqpfvmgcym3q4.ipfs.cf-ipfs.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmS9jxM8kmLAcUa2tUHeuMv4xApU4VcJQJazwre4DbsFbk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,0,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeibyunfdvfc666hvme6ohimmlx465jmlxu2fk4nsbfqpfvmgcym3q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeibyunfdvfc666hvme6ohimmlx465jmlxu2fk4nsbfqpfvmgcym3q4.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmSMYHwYEJ5FYdB6sCQ9z1mwdsQ15GYD4CwJY9dxfcWvdL/wbc.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://nftstorage.link/ipfs/QmSMYHwYEJ5FYdB6sCQ9z1mwdsQ15GYD4CwJY9dxfcWvdL/wbc.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeib3vejlza2tklpdzlelu76yjp6yqa5j3yrnrog4gymgjoup3myz44/wbc.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeib3vejlza2tklpdzlelu76yjp6yqa5j3yrnrog4gymgjoup3myz44.ipfs.cf-ipfs.com/wbc.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://nftstorage.link/ipfs/QmRZt6cQKgyxxc7w1xJAzbYFMcSTmhMqFBBaDD4ky6pdG3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,0,0,-1
https://bafybeibp6274s5kgbxbp45ohcsvmipje46nczwrq3eiil3kyfz64mu5kma.ipfs.nftstorage.link,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeib3vejlza2tklpdzlelu76yjp6yqa5j3yrnrog4gymgjoup3myz44.ipfs.nftstorage.link/wbc.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy.ipfs.cf-ipfs.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmY2nwm6N3FURper5Dn8nkdcMfqDq8P3q4Wmyb8DArNmKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,0,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeifxxpgqqhrxrih6t2nhiorxtm5bz7eeydgci7lcmvb6d3nldjiude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeibp6274s5kgbxbp45ohcsvmipje46nczwrq3eiil3kyfz64mu5kma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
http://postecan-canpost.id0471.link/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-1,0,1,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeieqag472neq2br5thtzrm5wglwcrwb6i6qdjkk6x5lmbnv7thv4zy.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeifxxpgqqhrxrih6t2nhiorxtm5bz7eeydgci7lcmvb6d3nldjiude.ipfs.cf-ipfs.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmahsQkWEJG8ABauwJQnEVTNNSUTzB1f2GfboiA6eQSNqE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,0,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeifxxpgqqhrxrih6t2nhiorxtm5bz7eeydgci7lcmvb6d3nldjiude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeifxxpgqqhrxrih6t2nhiorxtm5bz7eeydgci7lcmvb6d3nldjiude.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://fulltermsservicefr.firebaseapp.com/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://zoll-de97042.web.app/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://fulltermsservicefr.web.app/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://zoll-de97042.firebaseapp.com/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://orango-lado.firebaseapp.com/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
http://berlinchans.com/secure/user/sv.webmail.jp/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-1,0,1,0,-1
http://mta-sts.milenvases.com/kjagffassay44712/grace/grace-domain.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-1,0,0,0,-1
http://aig.appsaigroup.com/SU/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-1,0,1,0,-1
https://sales24ac8-e6141699-69f6-4b11-a4bc-6cafc3106951.myportfolio.com/,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,0,0,-1
https://pub-aec93134686b4a2a8c7e76fdecc5ba50.r2.dev/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://basic-bundle-dawn-snow-139f.vannary03.workers.dev/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://acederma.com/as/officee/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://porterarmstrong-1319732785.cos.na-siliconvalley.myqcloud.com/porterarmstrong.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://mariana-speaks-1319732785.cos.ap-singapore.myqcloud.com/mariana-speaks.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://gnoqwxowv0zi5jn-1320008508.cos.eu-frankfurt.myqcloud.com/gnoqwxowv0zi5jn.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://shorturl.at/uxHPR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0,-1
https://gd-bj9.pages.dev/,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,-1
https://t.co/aoznKUhbou,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,1,-1
https://www.promefam.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://soat.autos/soat-sura/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://wasffw423wef956rt.boxmode.io/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,-1
https://new.express.adobe.com/webpage/6JQdVe9ypbMSv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://new.express.adobe.com/webpage/OQw4VRvqiYJfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://guptanikshay.github.io/Netflix_Homepage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,1,0,-1
https://guptanikshay.github.io/Netflix_Homepage/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,-1
https://invoicesign.storageinv.workers.dev/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://local1319541735cosapgermany2.pages.dev/,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,-1
https://attbrithen.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://hidden-fog-90d7.gknxnv9x.workers.dev/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://pub-257eb733a8994fb181c48ddea6ad6482.r2.dev/Outlook-Web-App-OWA.html#x@x.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,-1,0,-1,1,-1
https://keyige7185.wixsite.com/xoxn,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://magic.ly/Adminsupport789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://pub-f0e70d2a76384b5a9d907f71b5f41533.r2.dev/nice.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://finishingschool.aikatechnology.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://bobcatmowersuk.co.uk/fedex/home/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0,-1
https://t.co/uaTAszs4pX,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,1,-1
https://magic.ly/confirmationalert678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://script.google.com/macros/s/AKfycbzdyK6fM2phliE96q_40LsNUrJ1VbfnWPE4CRQMsqrmzRhL2fDgx2de3tMAPuvFZLijjA/exec,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://t.co/8Rhuk9raVK,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vQ_Li3gfllGOjQbPiWG3rj0ATrrrlnVFhrBpGm0zk-CNe3CmHkiT8hEPXVGnbGd_F_owKX8o225PSJJ/pub?start=false&loop=false&delayms=3000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://script.google.com/macros/s/AKfycbyUw9kqy9_IjV0LCKJ_pcuayPVzDheN06lRltfQuURPhI0cbCyzP4dIccwFZtpRv2cdfQ/exec,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,1,-1,0,-1,0,-1
https://t.co/aqvuIvlQ5W,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,1,-1,0,1,1,-1
https://script.google.com/macros/s/AKfycbyhN0SPgHRo6BgSxdbWzbkkgIlND0p5Lbp72FbR4-4yoK7Wqp16AbwSHl9FXwOkq0cFaQ/exec,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://attupdateinfo.pory.app/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://servermeupdatmaiintel.pory.app/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vTO64vX6APDH-0Ir5tMDSgTtaVGHk9fu2Fbs6PB5SUU-cxlyHR6l-oX6RiDlWmz7PYay9wRjJLiXWxs/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vTniCoVXUAqk6pEQMvQgDFKn3U0VLRtMbGVMDkZBr_2eJjjyNEXSR4dsQjmqhpr49q6bmmBtZJ5wx0k/pub?start=false&loop=false&delayms=3000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vTAb3vAFFA62gESNU7exJl0kKNKvg5znXmQdpSwilOIDyQORCPVn2vLeooaIU6cz26VztsELCqk2Jn3/pub?start=false&loop=false&delayms=3000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vSqK_2hta9vDlrV04S3JUet1salyCFsFWoVh3eukv75-Bl-9-_gGQ4XcdH7T-l7-0W-7sNsMSfaVoAk/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vSVR7uMWfssvegBuvR34ROiV_lZPS3HSQFGmfqPcS3TBSt9I8XVrcY7dJ1qL3GpRH66k4oeRcbWio96/pub?start=false&loop=false&delayms=3000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vS2OS8VnHXREmFBYUcERdzStJi36DbH1Y9Y1MV1DtXirRWTKU6bNV49YQ-wtVd-dw8xHtCsud3lWpBC/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vQSBZzf54j2zGIO9ZouME67eS4X2FtydoDN1HyshuPpQtoPyK8M6-9anwXYgsNp_yf2negmQYrLsliT/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://docs.google.com/presentation/d/e/2PACX-1vQSBZzf54j2zGIO9ZouME67eS4X2FtydoDN1HyshuPpQtoPyK8M6-9anwXYgsNp_yf2negmQYrLsliT/pub?start=false&loop=false&delayms=3000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://new.express.adobe.com/webpage/HY19RFsJLlVZg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://fwgwz4.webwave.dev/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,0,-1
https://tinyurl.com/y4ryk93j?login=a@b.com,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,-1,0,1,1,-1
https://ariasrenosandco.com/fedex-express/home/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0,-1
https://volohov.com/google/fr/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://fintechfest.id/wp-includes/widgets/sured/index.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://pub2.bravenet.com/emailfwd/show.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,1,-1
https://nad-au-connect.com/autorify/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,1,-1
https://pub-d66e22d63e6f4b69af66c870cfec509e.r2.dev/index.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://freefire23.xyz/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeie7bvsya2c6un2fw3jdykou5pjs23vculuce3ro3jndr3652rnqa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeie7bvsya2c6un2fw3jdykou5pjs23vculuce3ro3jndr3652rnqa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeie7bvsya2c6un2fw3jdykou5pjs23vculuce3ro3jndr3652rnqa4.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeifctoadowmziddug2wdwj5r2um2kpwgs35sxrw6bp6pl567a7pqhu.ipfs.cf-ipfs.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmZHQHKwnraHUDsZQKGEwsNZhBEZxsuLoHANu7URbZdBBr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,0,0,-1
https://cf-ipfs.com/ipfs/QmRda4zqsLZEanFk3Wie1Dpi4UTotzZX9g3sYaHRCzsJtY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1
https://bafybeibq5cydh2cuzic7etgqnusm5tx5mwghzxa3lbocbh4eyhhyhrvkke.ipfs.cf-ipfs.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://cf-ipfs.com/ipfs/QmSXF4DfGkEPSjXDgNtHXZ2cQVt2QvexebAf9984PqQhc9/index0pl.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeifctoadowmziddug2wdwj5r2um2kpwgs35sxrw6bp6pl567a7pqhu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://bafybeifctoadowmziddug2wdwj5r2um2kpwgs35sxrw6bp6pl567a7pqhu.ipfs.cf-ipfs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://ipfs.eth.aragon.network/ipfs/bafybeibq5cydh2cuzic7etgqnusm5tx5mwghzxa3lbocbh4eyhhyhrvkke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeibq5cydh2cuzic7etgqnusm5tx5mwghzxa3lbocbh4eyhhyhrvkke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://bafybeibq5cydh2cuzic7etgqnusm5tx5mwghzxa3lbocbh4eyhhyhrvkke.ipfs.cf-ipfs.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,0,-1
https://cloudflare-ipfs.com/ipfs/bafybeib6evse3e2giu7sog7qkbt7ak6qwlawqkvb66njjrnnrequxu6sfy/index0pl.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,-1
